Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Equity Scheme - Multi Cap Fund )


PPFAS Mutual Fund
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.7919;9.7919;9.7919;27-Jun-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.8992;9.8992;9.8992;28-Jun-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.9352;9.9352;9.9352;01-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.9357;9.9357;9.9357;02-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.9149;9.9149;9.9149;03-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.9544;9.9544;9.9544;04-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.9713;9.9713;9.9713;05-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.9518;9.9518;9.9518;08-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.0018;10.0018;10.0018;09-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.0079;10.0079;10.0079;10-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.0617;10.0617;10.0617;11-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.1284;10.1284;10.1284;12-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.1833;10.1833;10.1833;15-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.1081;10.1081;10.1081;16-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.1534;10.1534;10.1534;17-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.2163;10.2163;10.2163;18-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.1288;10.1288;10.1288;19-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.1909;10.1909;10.1909;22-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.1664;10.1664;10.1664;23-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;10.0358;10.0358;10.0358;24-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.9699;9.9699;9.9699;25-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.9594;9.9594;9.9594;26-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.8913;9.8913;9.8913;29-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.8424;9.8424;9.8424;30-Jul-2013
122639;Parag Parikh Long Term Equity Fund - Direct Plan - Growth;9.7726;9.7726;9.7726;31-Jul-2013
