Scheme Code;Net Asset Value;Repurchase Price;Sale Price;Date
100471;Franklin India Bluechip Fund-Growth;97.4246;96.9375;99.6167;30-Jan-2009
100471;Franklin India Bluechip Fund-Growth;94.8182;94.3441;96.9516;02-Feb-2009
100471;Franklin India Bluechip Fund-Growth;95.5857;95.1078;97.7364;03-Feb-2009
100471;Franklin India Bluechip Fund-Growth;95.8116;95.3325;97.9674;04-Feb-2009
100471;Franklin India Bluechip Fund-Growth;95.0157;94.5406;97.1536;05-Feb-2009
100471;Franklin India Bluechip Fund-Growth;96.7967;96.3127;98.9746;06-Feb-2009
100471;Franklin India Bluechip Fund-Growth;99.0595;98.5642;101.2883;09-Feb-2009
100471;Franklin India Bluechip Fund-Growth;99.8969;99.3974;102.1446;10-Feb-2009
100471;Franklin India Bluechip Fund-Growth;100.1896;100.1896;102.4439;11-Feb-2009
100471;Franklin India Bluechip Fund-Growth;99.0080;99.0080;101.2357;12-Feb-2009
100471;Franklin India Bluechip Fund-Growth;100.4794;100.4794;102.7402;13-Feb-2009
100471;Franklin India Bluechip Fund-Growth;97.6357;97.6357;99.8325;16-Feb-2009
100471;Franklin India Bluechip Fund-Growth;95.4598;95.4598;97.6076;17-Feb-2009
100471;Franklin India Bluechip Fund-Growth;95.3903;95.3903;97.5366;18-Feb-2009
100471;Franklin India Bluechip Fund-Growth;95.5698;95.5698;97.7201;19-Feb-2009
100471;Franklin India Bluechip Fund-Growth;93.9468;93.9468;96.0606;20-Feb-2009
100471;Franklin India Bluechip Fund-Growth;93.2811;93.2811;95.3799;24-Feb-2009
100471;Franklin India Bluechip Fund-Growth;93.7649;93.7649;95.8746;25-Feb-2009
100471;Franklin India Bluechip Fund-Growth;93.8567;93.8567;95.9685;26-Feb-2009
100471;Franklin India Bluechip Fund-Growth;93.4855;93.4855;95.5889;27-Feb-2009
100471;Franklin India Bluechip Fund-Growth;91.0156;91.0156;93.0635;02-Mar-2009
100471;Franklin India Bluechip Fund-Growth;89.7560;89.7560;91.7755;03-Mar-2009
100471;Franklin India Bluechip Fund-Growth;90.0043;90.0043;92.0294;04-Mar-2009
100471;Franklin India Bluechip Fund-Growth;87.8593;87.8593;89.8361;05-Mar-2009
100471;Franklin India Bluechip Fund-Growth;88.8532;88.8532;90.8524;06-Mar-2009
100471;Franklin India Bluechip Fund-Growth;87.6689;87.6689;89.6415;09-Mar-2009
100471;Franklin India Bluechip Fund-Growth;88.9042;88.0152;90.9045;12-Mar-2009
100471;Franklin India Bluechip Fund-Growth;91.9962;91.0762;94.0661;13-Mar-2009
100471;Franklin India Bluechip Fund-Growth;93.6568;92.7202;95.7641;16-Mar-2009
100471;Franklin India Bluechip Fund-Growth;92.9704;92.0407;95.0622;17-Mar-2009
100471;Franklin India Bluechip Fund-Growth;94.2006;93.2586;96.3201;18-Mar-2009
100471;Franklin India Bluechip Fund-Growth;94.3908;93.4469;96.5146;19-Mar-2009
100471;Franklin India Bluechip Fund-Growth;93.8487;92.9102;95.9603;20-Mar-2009
100471;Franklin India Bluechip Fund-Growth;97.4464;96.4719;99.6389;23-Mar-2009
100471;Franklin India Bluechip Fund-Growth;98.1936;97.2117;100.4030;24-Mar-2009
100471;Franklin India Bluechip Fund-Growth;99.6944;98.6975;101.9375;25-Mar-2009
100471;Franklin India Bluechip Fund-Growth;102.6548;101.6283;104.9645;26-Mar-2009
100471;Franklin India Bluechip Fund-Growth;103.4046;102.3706;105.7312;27-Mar-2009
100471;Franklin India Bluechip Fund-Growth;99.9874;98.9875;102.2371;30-Mar-2009
100471;Franklin India Bluechip Fund-Growth;101.8629;100.8443;104.1548;31-Mar-2009
100471;Franklin India Bluechip Fund-Growth;103.0514;102.0209;105.3701;01-Apr-2009
100471;Franklin India Bluechip Fund-Growth;106.6646;105.5980;109.0646;02-Apr-2009
100471;Franklin India Bluechip Fund-Growth;108.4487;107.3642;110.8888;06-Apr-2009
100471;Franklin India Bluechip Fund-Growth;109.8406;108.7422;112.3120;08-Apr-2009
100471;Franklin India Bluechip Fund-Growth;110.4023;109.2983;112.8864;09-Apr-2009
100471;Franklin India Bluechip Fund-Growth;111.8837;110.7649;114.4011;13-Apr-2009
100471;Franklin India Bluechip Fund-Growth;114.8085;113.6604;117.3917;15-Apr-2009
100471;Franklin India Bluechip Fund-Growth;112.1282;111.0069;114.6511;16-Apr-2009
100471;Franklin India Bluechip Fund-Growth;113.6723;112.5356;116.2299;17-Apr-2009
100471;Franklin India Bluechip Fund-Growth;114.3174;113.1742;116.8895;20-Apr-2009
100471;Franklin India Bluechip Fund-Growth;114.3700;113.2263;116.9433;21-Apr-2009
100471;Franklin India Bluechip Fund-Growth;113.0729;111.9422;115.6170;22-Apr-2009
100471;Franklin India Bluechip Fund-Growth;115.4865;114.3316;118.0849;23-Apr-2009
100471;Franklin India Bluechip Fund-Growth;117.2801;116.1073;119.9189;24-Apr-2009
100471;Franklin India Bluechip Fund-Growth;117.5124;116.3373;120.1564;27-Apr-2009
100471;Franklin India Bluechip Fund-Growth;114.3901;113.2462;116.9639;28-Apr-2009
100471;Franklin India Bluechip Fund-Growth;117.5779;116.4021;120.2234;29-Apr-2009
100471;Franklin India Bluechip Fund-Growth;123.4058;122.1717;126.1824;04-May-2009
100471;Franklin India Bluechip Fund-Growth;123.8910;122.6521;126.6785;05-May-2009
100471;Franklin India Bluechip Fund-Growth;122.2201;120.9979;124.9701;06-May-2009
100471;Franklin India Bluechip Fund-Growth;123.9226;122.6834;126.7109;07-May-2009
100471;Franklin India Bluechip Fund-Growth;122.5369;121.3115;125.2940;08-May-2009
100471;Franklin India Bluechip Fund-Growth;121.1939;119.9820;123.9208;11-May-2009
100471;Franklin India Bluechip Fund-Growth;125.4701;124.2154;128.2932;12-May-2009
100471;Franklin India Bluechip Fund-Growth;125.0850;123.8342;127.8994;13-May-2009
100471;Franklin India Bluechip Fund-Growth;124.6373;123.3909;127.4416;14-May-2009
100471;Franklin India Bluechip Fund-Growth;127.1530;125.8815;130.0139;15-May-2009
100471;Franklin India Bluechip Fund-Growth;145.4582;144.0036;148.7310;19-May-2009
100471;Franklin India Bluechip Fund-Growth;144.1666;142.7249;147.4103;20-May-2009
100471;Franklin India Bluechip Fund-Growth;141.4001;139.9861;144.5816;21-May-2009
100471;Franklin India Bluechip Fund-Growth;142.8820;141.4532;146.0968;22-May-2009
100471;Franklin India Bluechip Fund-Growth;143.0790;141.6482;146.2983;25-May-2009
100471;Franklin India Bluechip Fund-Growth;140.0307;138.6304;143.1814;26-May-2009
100471;Franklin India Bluechip Fund-Growth;144.6066;143.1605;147.8602;27-May-2009
100471;Franklin India Bluechip Fund-Growth;145.5421;144.0867;148.8168;28-May-2009
100471;Franklin India Bluechip Fund-Growth;147.8682;146.3895;151.1952;29-May-2009
100471;Franklin India Bluechip Fund-Growth;148.2212;146.7390;151.5562;01-Jun-2009
100471;Franklin India Bluechip Fund-Growth;147.6493;146.1728;150.9714;02-Jun-2009
100471;Franklin India Bluechip Fund-Growth;147.9651;146.4854;151.2943;03-Jun-2009
100471;Franklin India Bluechip Fund-Growth;150.1530;148.6515;153.5314;04-Jun-2009
100471;Franklin India Bluechip Fund-Growth;152.1546;150.6331;155.5781;05-Jun-2009
100471;Franklin India Bluechip Fund-Growth;148.4146;146.9305;151.7539;08-Jun-2009
100471;Franklin India Bluechip Fund-Growth;152.2755;150.7527;155.7017;09-Jun-2009
100471;Franklin India Bluechip Fund-Growth;155.8219;154.2637;159.3279;10-Jun-2009
100471;Franklin India Bluechip Fund-Growth;155.6816;154.1248;159.1844;11-Jun-2009
100471;Franklin India Bluechip Fund-Growth;153.5356;152.0002;156.9902;12-Jun-2009
100471;Franklin India Bluechip Fund-Growth;151.9691;150.4494;155.3884;15-Jun-2009
100471;Franklin India Bluechip Fund-Growth;153.5411;152.0057;156.9958;16-Jun-2009
100471;Franklin India Bluechip Fund-Growth;149.6736;148.1769;153.0413;17-Jun-2009
100471;Franklin India Bluechip Fund-Growth;147.3299;145.8566;150.6448;18-Jun-2009
100471;Franklin India Bluechip Fund-Growth;149.3651;147.8714;152.7258;19-Jun-2009
100471;Franklin India Bluechip Fund-Growth;148.0034;146.5234;151.3335;22-Jun-2009
100471;Franklin India Bluechip Fund-Growth;147.4421;145.9677;150.7595;23-Jun-2009
100471;Franklin India Bluechip Fund-Growth;149.2298;147.7375;152.5875;24-Jun-2009
100471;Franklin India Bluechip Fund-Growth;149.4329;147.9386;152.7951;25-Jun-2009
100471;Franklin India Bluechip Fund-Growth;152.9231;151.3939;156.3639;26-Jun-2009
100471;Franklin India Bluechip Fund-Growth;154.2750;152.7323;157.7462;29-Jun-2009
100471;Franklin India Bluechip Fund-Growth;151.4629;149.9483;154.8708;30-Jun-2009
100471;Franklin India Bluechip Fund-Growth;153.1545;151.6230;156.6005;01-Jul-2009
100471;Franklin India Bluechip Fund-Growth;152.7841;151.2563;156.2217;02-Jul-2009
100471;Franklin India Bluechip Fund-Growth;154.9420;153.3926;158.4282;03-Jul-2009
100471;Franklin India Bluechip Fund-Growth;147.3684;145.8947;150.6842;06-Jul-2009
100471;Franklin India Bluechip Fund-Growth;149.0352;147.5448;152.3885;07-Jul-2009
100471;Franklin India Bluechip Fund-Growth;145.4962;144.0412;148.7699;08-Jul-2009
100471;Franklin India Bluechip Fund-Growth;145.6277;144.1714;148.9043;09-Jul-2009
100471;Franklin India Bluechip Fund-Growth;143.1202;141.6890;146.3404;10-Jul-2009
100471;Franklin India Bluechip Fund-Growth;141.6803;140.2635;144.8681;13-Jul-2009
100471;Franklin India Bluechip Fund-Growth;145.6006;144.1446;148.8766;14-Jul-2009
100471;Franklin India Bluechip Fund-Growth;149.3232;147.8300;152.6830;15-Jul-2009
100471;Franklin India Bluechip Fund-Growth;149.7374;148.2400;153.1065;16-Jul-2009
100471;Franklin India Bluechip Fund-Growth;153.3367;151.8033;156.7868;17-Jul-2009
100471;Franklin India Bluechip Fund-Growth;157.4985;155.9235;161.0422;20-Jul-2009
100471;Franklin India Bluechip Fund-Growth;156.8084;155.2403;160.3366;21-Jul-2009
100471;Franklin India Bluechip Fund-Growth;154.2937;152.7508;157.7653;22-Jul-2009
100471;Franklin India Bluechip Fund-Growth;156.9291;155.3598;160.4600;23-Jul-2009
100471;Franklin India Bluechip Fund-Growth;158.6512;157.0647;162.2209;24-Jul-2009
100471;Franklin India Bluechip Fund-Growth;159.8427;158.2443;163.4392;27-Jul-2009
100471;Franklin India Bluechip Fund-Growth;159.2824;157.6896;162.8663;28-Jul-2009
100471;Franklin India Bluechip Fund-Growth;157.0477;155.4772;160.5813;29-Jul-2009
100471;Franklin India Bluechip Fund-Growth;158.6654;157.0787;162.2354;30-Jul-2009
100471;Franklin India Bluechip Fund-Growth;161.1048;159.4938;164.7297;31-Jul-2009
100471;Franklin India Bluechip Fund-Growth;162.8803;161.2515;162.8803;03-Aug-2009
100471;Franklin India Bluechip Fund-Growth;162.4371;160.8127;162.4371;04-Aug-2009
100471;Franklin India Bluechip Fund-Growth;162.9507;161.3212;162.9507;05-Aug-2009
100471;Franklin India Bluechip Fund-Growth;160.1960;158.5940;160.1960;06-Aug-2009
100471;Franklin India Bluechip Fund-Growth;156.9810;155.4112;156.9810;07-Aug-2009
100471;Franklin India Bluechip Fund-Growth;155.9748;154.4151;155.9748;10-Aug-2009
100471;Franklin India Bluechip Fund-Growth;157.0461;155.4756;157.0461;11-Aug-2009
100471;Franklin India Bluechip Fund-Growth;156.8241;155.2559;156.8241;12-Aug-2009
100471;Franklin India Bluechip Fund-Growth;160.8225;159.2143;160.8225;13-Aug-2009
100471;Franklin India Bluechip Fund-Growth;160.2909;158.6880;160.2909;14-Aug-2009
100471;Franklin India Bluechip Fund-Growth;155.2913;153.7384;155.2913;17-Aug-2009
100471;Franklin India Bluechip Fund-Growth;157.3190;155.7458;157.3190;18-Aug-2009
100471;Franklin India Bluechip Fund-Growth;155.3240;153.7708;155.3240;19-Aug-2009
100471;Franklin India Bluechip Fund-Growth;157.0555;155.4849;157.0555;20-Aug-2009
100471;Franklin India Bluechip Fund-Growth;159.3789;157.7851;159.3789;21-Aug-2009
100471;Franklin India Bluechip Fund-Growth;162.5506;160.9251;162.5506;24-Aug-2009
100471;Franklin India Bluechip Fund-Growth;162.3885;160.7646;162.3885;25-Aug-2009
100471;Franklin India Bluechip Fund-Growth;163.1500;161.5185;163.1500;26-Aug-2009
100471;Franklin India Bluechip Fund-Growth;163.4658;161.8311;163.4658;27-Aug-2009
100471;Franklin India Bluechip Fund-Growth;165.0027;163.3527;165.0027;28-Aug-2009
100471;Franklin India Bluechip Fund-Growth;163.7358;162.0984;163.7358;31-Aug-2009
100471;Franklin India Bluechip Fund-Growth;162.1668;160.5451;162.1668;01-Sep-2009
100471;Franklin India Bluechip Fund-Growth;161.4522;159.8377;161.4522;02-Sep-2009
100471;Franklin India Bluechip Fund-Growth;160.9258;159.3165;160.9258;03-Sep-2009
100471;Franklin India Bluechip Fund-Growth;163.1879;161.5560;163.1879;04-Sep-2009
100471;Franklin India Bluechip Fund-Growth;165.6616;164.0050;165.6616;07-Sep-2009
100471;Franklin India Bluechip Fund-Growth;165.8242;164.1660;165.8242;08-Sep-2009
100471;Franklin India Bluechip Fund-Growth;165.9384;164.2790;165.9384;09-Sep-2009
100471;Franklin India Bluechip Fund-Growth;165.8161;164.1579;165.8161;10-Sep-2009
100471;Franklin India Bluechip Fund-Growth;165.6750;164.0183;165.6750;11-Sep-2009
100471;Franklin India Bluechip Fund-Growth;165.8302;164.1719;165.8302;14-Sep-2009
100471;Franklin India Bluechip Fund-Growth;168.2673;166.5846;168.2673;15-Sep-2009
100471;Franklin India Bluechip Fund-Growth;168.8895;167.2006;168.8895;16-Sep-2009
100471;Franklin India Bluechip Fund-Growth;169.4836;167.7888;169.4836;17-Sep-2009
100471;Franklin India Bluechip Fund-Growth;170.2143;168.5122;170.2143;18-Sep-2009
100471;Franklin India Bluechip Fund-Growth;170.9685;169.2588;170.9685;22-Sep-2009
100471;Franklin India Bluechip Fund-Growth;169.8566;168.1580;169.8566;23-Sep-2009
100471;Franklin India Bluechip Fund-Growth;170.4181;168.7139;170.4181;24-Sep-2009
100471;Franklin India Bluechip Fund-Growth;169.9689;168.2692;169.9689;25-Sep-2009
100471;Franklin India Bluechip Fund-Growth;171.3608;169.6472;171.3608;29-Sep-2009
100471;Franklin India Bluechip Fund-Growth;173.8409;172.1025;173.8409;30-Sep-2009
100471;Franklin India Bluechip Fund-Growth;174.8050;173.0570;174.8050;01-Oct-2009
100471;Franklin India Bluechip Fund-Growth;172.3047;170.5817;172.3047;05-Oct-2009
100471;Franklin India Bluechip Fund-Growth;172.8403;171.1119;172.8403;06-Oct-2009
100471;Franklin India Bluechip Fund-Growth;172.6894;170.9625;172.6894;07-Oct-2009
100471;Franklin India Bluechip Fund-Growth;173.8577;172.1191;173.8577;08-Oct-2009
100471;Franklin India Bluechip Fund-Growth;173.1035;171.3725;173.1035;09-Oct-2009
100471;Franklin India Bluechip Fund-Growth;175.8504;174.0919;175.8504;12-Oct-2009
100471;Franklin India Bluechip Fund-Growth;177.4162;175.6420;177.4162;14-Oct-2009
100471;Franklin India Bluechip Fund-Growth;177.0500;175.2795;177.0500;15-Oct-2009
100471;Franklin India Bluechip Fund-Growth;177.5284;175.7531;177.5284;16-Oct-2009
100471;Franklin India Bluechip Fund-Growth;176.5390;174.7736;176.5390;20-Oct-2009
100471;Franklin India Bluechip Fund-Growth;174.5385;172.7931;174.5385;21-Oct-2009
100471;Franklin India Bluechip Fund-Growth;173.2878;171.5549;173.2878;22-Oct-2009
100471;Franklin India Bluechip Fund-Growth;174.1972;172.4552;174.1972;23-Oct-2009
100471;Franklin India Bluechip Fund-Growth;173.1597;171.4281;173.1597;26-Oct-2009
100471;Franklin India Bluechip Fund-Growth;170.4105;168.7064;170.4105;27-Oct-2009
100471;Franklin India Bluechip Fund-Growth;169.8288;168.1305;169.8288;28-Oct-2009
100471;Franklin India Bluechip Fund-Growth;168.3556;166.6720;168.3556;29-Oct-2009
100471;Franklin India Bluechip Fund-Growth;167.7121;166.0350;167.7121;30-Oct-2009
100471;Franklin India Bluechip Fund-Growth;164.6155;162.9693;164.6155;03-Nov-2009
100471;Franklin India Bluechip Fund-Growth;168.0327;166.3524;168.0327;04-Nov-2009
100471;Franklin India Bluechip Fund-Growth;169.9906;168.2907;169.9906;05-Nov-2009
100471;Franklin India Bluechip Fund-Growth;171.5099;169.7948;171.5099;06-Nov-2009
100471;Franklin India Bluechip Fund-Growth;174.3350;172.5917;174.3350;09-Nov-2009
100471;Franklin India Bluechip Fund-Growth;173.5715;171.8358;173.5715;10-Nov-2009
100471;Franklin India Bluechip Fund-Growth;176.7920;175.0241;176.7920;11-Nov-2009
100471;Franklin India Bluechip Fund-Growth;175.3569;173.6033;175.3569;12-Nov-2009
100471;Franklin India Bluechip Fund-Growth;176.7383;174.9709;176.7383;13-Nov-2009
100471;Franklin India Bluechip Fund-Growth;177.7449;175.9675;177.7449;16-Nov-2009
100471;Franklin India Bluechip Fund-Growth;178.3908;176.6069;178.3908;17-Nov-2009
100471;Franklin India Bluechip Fund-Growth;178.2190;176.4368;178.2190;18-Nov-2009
100471;Franklin India Bluechip Fund-Growth;176.3489;174.5854;176.3489;19-Nov-2009
100471;Franklin India Bluechip Fund-Growth;177.8728;176.0941;177.8728;20-Nov-2009
100471;Franklin India Bluechip Fund-Growth;178.8860;177.0971;178.8860;23-Nov-2009
100471;Franklin India Bluechip Fund-Growth;179.0487;177.2582;179.0487;24-Nov-2009
100471;Franklin India Bluechip Fund-Growth;180.6010;178.7950;180.6010;25-Nov-2009
100471;Franklin India Bluechip Fund-Growth;178.1216;176.3404;178.1216;26-Nov-2009
100471;Franklin India Bluechip Fund-Growth;176.1377;174.3763;176.1377;27-Nov-2009
100471;Franklin India Bluechip Fund-Growth;179.1550;177.3635;179.1550;30-Nov-2009
100471;Franklin India Bluechip Fund-Growth;181.8231;180.0049;181.8231;01-Dec-2009
100471;Franklin India Bluechip Fund-Growth;181.6958;179.8788;181.6958;02-Dec-2009
100471;Franklin India Bluechip Fund-Growth;182.1467;180.3252;182.1467;03-Dec-2009
100471;Franklin India Bluechip Fund-Growth;181.3917;179.5778;181.3917;04-Dec-2009
100471;Franklin India Bluechip Fund-Growth;180.6568;178.8502;180.6568;07-Dec-2009
100471;Franklin India Bluechip Fund-Growth;183.2969;181.4639;183.2969;08-Dec-2009
100471;Franklin India Bluechip Fund-Growth;182.4016;180.5776;182.4016;09-Dec-2009
100471;Franklin India Bluechip Fund-Growth;183.3392;181.5058;183.3392;10-Dec-2009
100471;Franklin India Bluechip Fund-Growth;182.8199;180.9917;182.8199;11-Dec-2009
100471;Franklin India Bluechip Fund-Growth;182.9461;181.1166;182.9461;14-Dec-2009
100471;Franklin India Bluechip Fund-Growth;180.5059;178.7008;180.5059;15-Dec-2009
100471;Franklin India Bluechip Fund-Growth;180.9670;179.1573;180.9670;16-Dec-2009
100471;Franklin India Bluechip Fund-Growth;181.1247;179.3135;181.1247;17-Dec-2009
100471;Franklin India Bluechip Fund-Growth;179.3853;177.5914;179.3853;18-Dec-2009
100471;Franklin India Bluechip Fund-Growth;178.4612;176.6766;178.4612;21-Dec-2009
100471;Franklin India Bluechip Fund-Growth;179.5667;177.7710;179.5667;22-Dec-2009
100471;Franklin India Bluechip Fund-Growth;183.7330;181.8957;183.7330;23-Dec-2009
100471;Franklin India Bluechip Fund-Growth;184.4147;182.5706;184.4147;24-Dec-2009
100471;Franklin India Bluechip Fund-Growth;184.5667;182.7210;184.5667;29-Dec-2009
100471;Franklin India Bluechip Fund-Growth;184.4206;182.5764;184.4206;30-Dec-2009
100471;Franklin India Bluechip Fund-Growth;185.6901;183.8332;185.6901;31-Dec-2009
100471;Franklin India Bluechip Fund-Growth;186.5070;184.6419;186.5070;04-Jan-2010
100471;Franklin India Bluechip Fund-Growth;188.0965;186.2155;188.0965;05-Jan-2010
100471;Franklin India Bluechip Fund-Growth;188.4992;186.6142;188.4992;06-Jan-2010
100471;Franklin India Bluechip Fund-Growth;187.8713;185.9926;187.8713;07-Jan-2010
100471;Franklin India Bluechip Fund-Growth;187.6533;185.7768;187.6533;08-Jan-2010
100471;Franklin India Bluechip Fund-Growth;188.7155;186.8283;188.7155;11-Jan-2010
100471;Franklin India Bluechip Fund-Growth;187.9692;186.0895;187.9692;12-Jan-2010
100471;Franklin India Bluechip Fund-Growth;188.4401;186.5557;188.4401;13-Jan-2010
100471;Franklin India Bluechip Fund-Growth;189.8021;187.9041;189.8021;14-Jan-2010
100471;Franklin India Bluechip Fund-Growth;189.6131;187.7170;189.6131;15-Jan-2010
100471;Franklin India Bluechip Fund-Growth;191.1333;189.2220;191.1333;18-Jan-2010
100471;Franklin India Bluechip Fund-Growth;189.8729;187.9742;189.8729;19-Jan-2010
100471;Franklin India Bluechip Fund-Growth;189.9033;188.0043;189.9033;20-Jan-2010
100471;Franklin India Bluechip Fund-Growth;185.4918;183.6369;185.4918;21-Jan-2010
100471;Franklin India Bluechip Fund-Growth;183.5651;181.7294;183.5651;22-Jan-2010
100471;Franklin India Bluechip Fund-Growth;182.6883;180.8614;182.6883;25-Jan-2010
100471;Franklin India Bluechip Fund-Growth;178.5424;176.7570;178.5424;27-Jan-2010
100471;Franklin India Bluechip Fund-Growth;179.4669;177.6722;179.4669;28-Jan-2010
100471;Franklin India Bluechip Fund-Growth;180.4033;178.5993;180.4033;29-Jan-2010
100471;Franklin India Bluechip Fund-Growth;181.9739;180.1542;181.9739;01-Feb-2010
100471;Franklin India Bluechip Fund-Growth;179.3905;177.5966;179.3905;02-Feb-2010
100471;Franklin India Bluechip Fund-Growth;182.5838;180.7580;182.5838;03-Feb-2010
100471;Franklin India Bluechip Fund-Growth;180.2466;178.4441;180.2466;04-Feb-2010
100471;Franklin India Bluechip Fund-Growth;176.3850;174.6212;176.3850;05-Feb-2010
100471;Franklin India Bluechip Fund-Growth;178.0035;176.2235;178.0035;08-Feb-2010
100471;Franklin India Bluechip Fund-Growth;180.0525;178.2520;180.0525;09-Feb-2010
100471;Franklin India Bluechip Fund-Growth;179.1770;177.3852;179.1770;10-Feb-2010
100471;Franklin India Bluechip Fund-Growth;180.5894;178.7835;180.5894;11-Feb-2010
100471;Franklin India Bluechip Fund-Growth;179.0054;177.2153;179.0054;15-Feb-2010
100471;Franklin India Bluechip Fund-Growth;180.1284;178.3271;180.1284;16-Feb-2010
100471;Franklin India Bluechip Fund-Growth;182.1302;180.3089;182.1302;17-Feb-2010
100471;Franklin India Bluechip Fund-Growth;181.9423;180.1229;181.9423;18-Feb-2010
100471;Franklin India Bluechip Fund-Growth;180.8132;179.0051;180.8132;19-Feb-2010
100471;Franklin India Bluechip Fund-Growth;180.3404;178.5370;180.3404;22-Feb-2010
100471;Franklin India Bluechip Fund-Growth;180.3781;178.5743;180.3781;23-Feb-2010
100471;Franklin India Bluechip Fund-Growth;180.1480;178.3465;180.1480;24-Feb-2010
100471;Franklin India Bluechip Fund-Growth;180.4736;178.6689;180.4736;25-Feb-2010
100471;Franklin India Bluechip Fund-Growth;182.6976;180.8706;182.6976;26-Feb-2010
100471;Franklin India Bluechip Fund-Growth;185.8779;184.0191;185.8779;02-Mar-2010
100471;Franklin India Bluechip Fund-Growth;188.0261;186.1458;188.0261;03-Mar-2010
100471;Franklin India Bluechip Fund-Growth;187.8186;185.9404;187.8186;04-Mar-2010
100471;Franklin India Bluechip Fund-Growth;188.4880;186.6031;188.4880;05-Mar-2010
100471;Franklin India Bluechip Fund-Growth;189.3085;187.4154;189.3085;08-Mar-2010
100471;Franklin India Bluechip Fund-Growth;188.6187;186.7325;188.6187;09-Mar-2010
100471;Franklin India Bluechip Fund-Growth;188.7794;186.8916;188.7794;10-Mar-2010
100471;Franklin India Bluechip Fund-Growth;189.4717;187.5770;189.4717;11-Mar-2010
100471;Franklin India Bluechip Fund-Growth;189.4296;187.5353;189.4296;12-Mar-2010
100471;Franklin India Bluechip Fund-Growth;189.0554;187.1648;189.0554;15-Mar-2010
100471;Franklin India Bluechip Fund-Growth;190.4807;188.5759;190.4807;16-Mar-2010
100471;Franklin India Bluechip Fund-Growth;191.5842;189.6684;191.5842;17-Mar-2010
100471;Franklin India Bluechip Fund-Growth;192.2315;190.3092;192.2315;18-Mar-2010
100471;Franklin India Bluechip Fund-Growth;193.1673;191.2356;193.1673;19-Mar-2010
100471;Franklin India Bluechip Fund-Growth;192.1949;190.2730;192.1949;22-Mar-2010
100471;Franklin India Bluechip Fund-Growth;192.8351;190.9067;192.8351;23-Mar-2010
100471;Franklin India Bluechip Fund-Growth;194.2503;192.3078;194.2503;25-Mar-2010
100471;Franklin India Bluechip Fund-Growth;194.9024;192.9534;194.9024;26-Mar-2010
100471;Franklin India Bluechip Fund-Growth;195.2354;193.2830;195.2354;29-Mar-2010
100471;Franklin India Bluechip Fund-Growth;194.2833;192.3405;194.2833;30-Mar-2010
100471;Franklin India Bluechip Fund-Growth;194.2978;192.3548;194.2978;31-Mar-2010
100471;Franklin India Bluechip Fund-Growth;195.0072;193.0571;195.0072;01-Apr-2010
100471;Franklin India Bluechip Fund-Growth;196.9780;195.0082;196.9780;05-Apr-2010
100471;Franklin India Bluechip Fund-Growth;197.3695;195.3958;197.3695;06-Apr-2010
100471;Franklin India Bluechip Fund-Growth;198.1147;196.1336;198.1147;07-Apr-2010
100471;Franklin India Bluechip Fund-Growth;195.8665;193.9078;195.8665;08-Apr-2010
100471;Franklin India Bluechip Fund-Growth;197.5862;195.6103;197.5862;09-Apr-2010
100471;Franklin India Bluechip Fund-Growth;196.9337;194.9644;196.9337;12-Apr-2010
100471;Franklin India Bluechip Fund-Growth;196.6626;194.6960;196.6626;13-Apr-2010
100471;Franklin India Bluechip Fund-Growth;195.6764;193.7196;195.6764;15-Apr-2010
100471;Franklin India Bluechip Fund-Growth;194.7734;192.8257;194.7734;16-Apr-2010
100471;Franklin India Bluechip Fund-Growth;193.1969;191.2649;193.1969;19-Apr-2010
100471;Franklin India Bluechip Fund-Growth;193.9477;192.0082;193.9477;20-Apr-2010
100471;Franklin India Bluechip Fund-Growth;194.3868;192.4429;194.3868;21-Apr-2010
100471;Franklin India Bluechip Fund-Growth;194.7565;192.8089;194.7565;22-Apr-2010
100471;Franklin India Bluechip Fund-Growth;195.0636;193.1130;195.0636;23-Apr-2010
100471;Franklin India Bluechip Fund-Growth;195.9107;193.9516;195.9107;26-Apr-2010
100471;Franklin India Bluechip Fund-Growth;195.6030;193.6470;195.6030;27-Apr-2010
100471;Franklin India Bluechip Fund-Growth;193.2932;191.3603;193.2932;28-Apr-2010
100471;Franklin India Bluechip Fund-Growth;194.0905;192.1496;194.0905;29-Apr-2010
100471;Franklin India Bluechip Fund-Growth;195.4122;193.4581;195.4122;30-Apr-2010
100471;Franklin India Bluechip Fund-Growth;194.1354;192.1940;194.1354;03-May-2010
100471;Franklin India Bluechip Fund-Growth;191.8418;189.9234;191.8418;04-May-2010
100471;Franklin India Bluechip Fund-Growth;191.6539;189.7374;191.6539;05-May-2010
100471;Franklin India Bluechip Fund-Growth;190.5152;188.6100;190.5152;06-May-2010
100471;Franklin India Bluechip Fund-Growth;188.0411;186.1607;188.0411;07-May-2010
100471;Franklin India Bluechip Fund-Growth;192.7452;190.8177;192.7452;10-May-2010
100471;Franklin India Bluechip Fund-Growth;190.6634;188.7568;190.6634;11-May-2010
100471;Franklin India Bluechip Fund-Growth;190.6326;188.7263;190.6326;12-May-2010
100471;Franklin India Bluechip Fund-Growth;191.8360;189.9176;191.8360;13-May-2010
100471;Franklin India Bluechip Fund-Growth;190.5545;188.6490;190.5545;14-May-2010
